#DESCRIPTION,Brake_pressure_in
0.0,0.5615242123603821
0.0019998550415039062,0.5615242123603821
0.019999980926513672,0.5615242123603821
0.021999835968017578,0.5615242123603821
0.1359999179840088,0.5615242123603821
0.1380000114440918,0.5615242123603821
0.14099979400634766,0.5615242123603821
0.14299988746643066,0.5615242123603821
0.14499998092651367,0.5615242123603821
0.14699983596801758,0.5615242123603821
0.14800000190734863,0.5615242123603821
0.14999985694885254,0.5615242123603821
0.1509997844696045,0.5624287547801382
0.1529998779296875,0.5642174712130643
0.1549999713897705,0.5661330272688222
0.15799999237060547,0.5697123118080004
0.16099977493286133,0.5716528654536593
0.16199994087219238,0.5734230651533253
0.16499996185302734,0.5754275015287317
0.21499991416931152,0.6219146862148878
0.21700000762939453,0.623713586851107
0.21899986267089844,0.6254171263110366
0.22099995613098145,0.6272706513103731
0.22299981117248535,0.6293056402956586
0.22499990463256836,0.6312054571281454
0.22899985313415527,0.6348634377836789
0.22999978065490723,0.6355929970741272
0.23099994659423828,0.6325590589405161
0.2329998016357422,0.6263305961558249
0.2689998149871826,0.5229071436730106
0.26999998092651367,0.5208826065063477
0.2709999084472656,0.5241928275189014
0.27300000190734863,0.5297684730735339
0.27499985694885254,0.534806430688483
0.27699995040893555,0.5403362071297776
0.27899980545043945,0.5446835797605833
0.28099989891052246,0.5497852444773906
0.28299999237060547,0.5553557934638745
0.30299997329711914,0.6061227087926628
0.30499982833862305,0.6115683918595045
0.30899977684020996,0.6214098649545643
0.309999942779541,0.6228190660476685
0.31099987030029297,0.6178230813354254
0.312999963760376,0.6108245738252998
0.3149998188018799,0.6034682271897793
0.3169999122619629,0.5960017762079836
0.3190000057220459,0.5901490420512856
0.3229999542236328,0.5763687949627638
0.3249998092651367,0.5688851401768625
0.33499979972839355,0.5343674276195467
0.3379998207092285,0.5269078581593931
0.33899998664855957,0.5213062995426357
0.3409998416900635,0.5144144556179643
0.3429999351501465,0.5075260524541141
0.3449997901916504,0.49982218897566205
0.34799981117248535,0.4923522972330451
0.3489999771118164,0.4861761315591633
0.34999990463256836,0.4851886332035064
0.3579998016357422,0.5343276443896348
0.35899996757507324,0.5454649966421287
0.370999813079834,0.6198993253401609
0.372999906539917,0.6322721021353608
0.375,0.6446448789305607
0.37799978256225586,0.6584013312135912
0.3789999485015869,0.6684082700095093
0.3809998035430908,0.6807810468047092
0.38299989700317383,0.6931538235999091
0.3859999179840088,0.7073982685773084
0.38699984550476074,0.7187024031430677
0.38899993896484375,0.7305130617713363
0.3899998664855957,0.7323476672172546
0.39099979400634766,0.7360117069553915
0.39299988746643066,0.7403157723922182
0.3959999084472656,0.7451395902420749
0.39800000190734863,0.7497250092578558
0.39999985694885254,0.7536253000928245
0.40199995040893555,0.7579272177924072
0.4029998779296875,0.7618919407446937
0.40599989891052246,0.766612667206842
0.40799999237060547,0.7712002339598668
0.4099998474121094,0.775171400123885
0.4099998474121094,0.7753002643585205
0.4119999408721924,0.7660450658532116
0.4139997959136963,0.7565914404274213
0.4159998893737793,0.7466417477004277
0.4179999828338623,0.7365455970083169
0.41899991035461426,0.7289250583717354
0.4219999313354492,0.7186493785610938
0.4239997863769531,0.7091248863779888
0.42599987983703613,0.6999547279814575
0.42799997329711914,0.6903924401944512
0.42999982833862305,0.6808207035064697
0.42999982833862305,0.6811912600707112
0.43199992179870605,0.6837521509822906
0.43399977684020996,0.6868861293737899
0.43599987030029297,0.6899120912769274
0.437999963760376,0.6931615873018138
0.4399998188018799,0.69611853867072
0.4419999122619629,0.6988234515667819
0.4440000057220459,0.7018299104928541
0.4459998607635498,0.7049203822432077
0.4479999542236328,0.7081758791841142
0.4499998092651367,0.7108312845230103
0.4499998092651367,0.7118135111629963
0.4519999027252197,0.7166532096982002
0.45399999618530273,0.7226150277584791
0.45599985122680664,0.7288983018100261
0.45799994468688965,0.7353601625233889
0.45999979972839355,0.7414112739145756
0.46199989318847656,0.7470218715399504
0.46399998664855957,0.7529836896002292
0.4659998416900635,0.7591479058772325
0.4679999351501465,0.7651335354924201
0.4699997901916504,0.7703601717948914
0.4699997901916504,0.769347316256475
0.4719998836517334,0.7646725983868611
0.4739999771118164,0.7594317202419273
0.4759998321533203,0.7540557946918713
0.4779999256134033,0.7488408872017688
0.4799997806549072,0.7435039176339596
0.48199987411499023,0.7390291738065459
0.48399996757507324,0.7336013069468276
0.48599982261657715,0.7283136816231977
0.48799991607666016,0.7230935800021289
0.49000000953674316,0.7184214591979979
0.49000000953674316,0.7124248858619101
0.49199986457824707,0.6904286057928087
0.4939999580383301,0.6638287616802947
0.495999813079834,0.6340714298377167
0.497999906539917,0.6083604583214812
0.5,0.5806594735299954
0.5019998550415039,0.5570446493303571
0.5039999485015869,0.5304713387281796
0.5059998035430908,0.500846674437285
0.5079998970031738,0.4751755031865545
0.5099999904632568,0.4581531287238002
0.5099999904632568,0.4530598223209381
0.5119998455047607,0.4774215156361461
0.5139999389648438,0.4995403863921762
0.5159997940063477,0.5241893377691508
0.5179998874664307,0.546363450460136
0.5199999809265137,0.5678746599316598
0.5219998359680176,0.5901924016535283
0.5239999294281006,0.6105214337170124
0.5259997844696045,0.6351151431590318
0.5279998779296875,0.6565048203736543
0.5299999713897705,0.6740275621414185
0.5299999713897705,0.6723274910271168
0.5319998264312744,0.6663501493602991
0.5339999198913574,0.6589165714800358
0.5359997749328613,0.6519537304222583
0.5379998683929443,0.6453024561822415
0.5399999618530273,0.6386884344965219
0.5419998168945312,0.6323284074991942
0.5439999103546143,0.6255450560212136
0.5460000038146973,0.6179421483486891
0.5479998588562012,0.6113856987923384
0.5499999523162842,0.606295645236969
0.5499999523162842,0.5999484405174852
0.5519998073577881,0.5756484208896757
0.5539999008178711,0.5522887278869749
0.5559999942779541,0.5246357014775277
0.557999849319458,0.5006697452560068
0.559999942779541,0.4756521079406143
0.5619997978210449,0.4508695522814989
0.5639998912811279,0.426099369341135
0.5659999847412109,0.4004012324944139
0.5679998397827148,0.3761135855853558
0.5699999332427979,0.3641734433739129
0.5699999332427979,0.3588412702083587
0.5719997882843018,0.3839429085039637
0.5739998817443848,0.4032215057072216
0.5759999752044678,0.4231642183408464
0.5779998302459717,0.4420193216464791
0.5799999237060547,0.4595943183979264
0.5819997787475586,0.4806438900821627
0.5839998722076416,0.4998936127014916
0.5859999656677246,0.5197978258898778
0.5879998207092285,0.5386818037794394
0.5899999141693115,0.5513577461242676
0.5899999141693115,0.5528225097476456
0.5920000076293945,0.5561401042400757
0.5939998626708984,0.5602661721609936
0.5959999561309814,0.5642210339441142
0.5989999771118164,0.5681739934368146
0.5999999046325684,0.5719196032737383
0.6019999980926514,0.5752524160895282
0.6039998531341553,0.5793575588158264
0.6059999465942383,0.5833200297606268
0.6089999675750732,0.5872691846724873
0.6099998950958252,0.5893978476524353
0.6109998226165771,0.5867023436253067
0.6119999885559082,0.5807478155653779
0.6139998435974121,0.5744896128357264
0.6169998645782471,0.5679653034367299
0.6189999580383301,0.5614629087046207
0.620999813079834,0.5553017566426125
0.621999979019165,0.5492877459154185
0.623999834060669,0.5430545885193523
0.6269998550415039,0.5365271484536576
